family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100
Acanthaceae,3947,2722,0,1076,0,0,149,0.689637699518622,0,0.272612110463643,0,0,0.037750190017735,AM,AM,MIX,MIX
Achariaceae,101,100,0,0,0,0,1,0.99009900990099,0,0,0,0,0.0099009900990099,AM,AM,AM,MIX
Achatocarpaceae,11,6,5,0,0,0,0,0.545454545454545,0.454545454545455,0,0,0,0,AM,MIX,MIX,MIX
Acoraceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Actinidiaceae,176,176,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Adoxaceae,194,190,0,1,0,0,3,0.979381443298969,0,0.00515463917525773,0,0,0.0154639175257732,AM,AM,AM,MIX
Aextoxicaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aizoaceae,2270,1004,0,986,0,0,280,0.442290748898678,0,0.434361233480176,0,0,0.123348017621145,MIX,MIX,MIX,MIX
Akaniaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alismataceae,120,70,0,50,0,0,0,0.583333333333333,0,0.416666666666667,0,0,0,AM,MIX,MIX,MIX
Alseuosmiaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alstroemeriaceae,259,259,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Altingiaceae,19,16,0,0,0,0,3,0.842105263157895,0,0,0,0,0.157894736842105,AM,AM,AM,MIX
Amaranthaceae,2052,1011,0,1014,0,0,27,0.492690058479532,0,0.494152046783626,0,0,0.0131578947368421,MIX,MIX,MIX,MIX
Amaryllidaceae,2258,2234,0,18,0,0,6,0.989371124889283,0,0.00797165633303809,0,0,0.00265721877767936,AM,AM,AM,MIX
Amborellaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anacampserotaceae,58,0,0,0,0,0,58,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Anacardiaceae,701,668,0,0,0,0,33,0.952924393723253,0,0,0,0,0.0470756062767475,AM,AM,AM,MIX
Anarthriaceae,11,4,0,7,0,0,0,0.363636363636364,0,0.636363636363636,0,0,0,NM,NM,MIX,MIX
Ancistrocladaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anisophylleaceae,78,76,0,0,0,0,2,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Annonaceae,2106,1910,0,0,0,0,196,0.90693257359924,0,0,0,0,0.0930674264007597,AM,AM,AM,MIX
Aphanopetalaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Aphloiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Apiaceae,3257,3098,1,28,0,0,130,0.951182069389008,0.000307031010132023,0.00859686828369665,0,0,0.039914031317163,AM,AM,AM,MIX
Apocynaceae,5556,5087,0,141,0,0,328,0.915586753059755,0,0.025377969762419,0,0,0.0590352771778258,AM,AM,AM,MIX
Apodanthaceae,26,0,0,24,0,0,2,0,0,0.923076923076923,0,0,0.0769230769230769,NM,NM,NM,MIX
Aponogetonaceae,58,51,0,6,0,0,1,0.879310344827586,0,0.103448275862069,0,0,0.0172413793103448,AM,AM,AM,MIX
Aquifoliaceae,480,475,0,0,0,0,5,0.989583333333333,0,0,0,0,0.0104166666666667,AM,AM,AM,MIX
Araceae,3368,2444,0,913,0,0,11,0.725653206650831,0,0.271080760095012,0,0,0.00326603325415677,AM,AM,MIX,MIX
Araliaceae,1533,1518,0,9,0,0,6,0.990215264187867,0,0.00587084148727984,0,0,0.00391389432485323,AM,AM,AM,MIX
Araucariaceae,39,38,0,0,0,0,1,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Arecaceae,2522,2168,0,59,0,0,295,0.859635210150674,0,0.0233941316415543,0,0,0.116970658207772,AM,AM,AM,MIX
Argophyllaceae,22,22,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aristolochiaceae,624,198,0,413,0,0,13,0.317307692307692,0,0.661858974358974,0,0,0.0208333333333333,NM,NM,MIX,MIX
Asparagaceae,2879,2692,0,121,0,0,66,0.935046891281695,0,0.0420284821118444,0,0,0.0229246266064606,AM,AM,AM,MIX
Asteliaceae,37,32,0,0,0,0,5,0.864864864864865,0,0,0,0,0.135135135135135,AM,AM,AM,MIX
Asteropeiaceae,8,0,8,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Atherospermataceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
