family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100
Acanthaceae,3947,2801,0,997,0,0,149,0.709652900937421,0,0.252596909044844,0,0,0.037750190017735,AM,AM,MIX,MIX
Achariaceae,101,100,0,0,0,0,1,0.99009900990099,0,0,0,0,0.0099009900990099,AM,AM,AM,MIX
Achatocarpaceae,11,9,2,0,0,0,0,0.818181818181818,0.181818181818182,0,0,0,0,AM,AM,AM,MIX
Acoraceae,2,1,0,1,0,0,0,0.5,0,0.5,0,0,0,MIX,MIX,MIX,MIX
Actinidiaceae,176,176,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Adoxaceae,194,189,0,2,0,0,3,0.974226804123711,0,0.0103092783505155,0,0,0.0154639175257732,AM,AM,AM,MIX
Aextoxicaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aizoaceae,2270,738,0,1252,0,0,280,0.32511013215859,0,0.551541850220264,0,0,0.123348017621145,NM,MIX,MIX,MIX
Akaniaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alismataceae,120,34,0,86,0,0,0,0.283333333333333,0,0.716666666666667,0,0,0,NM,NM,MIX,MIX
Alseuosmiaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alstroemeriaceae,259,259,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Altingiaceae,19,16,0,0,0,0,3,0.842105263157895,0,0,0,0,0.157894736842105,AM,AM,AM,MIX
Amaranthaceae,2052,912,0,1113,0,0,27,0.444444444444444,0,0.542397660818713,0,0,0.0131578947368421,NM,MIX,MIX,MIX
Amaryllidaceae,2258,2241,0,11,0,0,6,0.992471213463242,0,0.00487156775907883,0,0,0.00265721877767936,AM,AM,AM,MIX
Amborellaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anacampserotaceae,58,0,0,0,0,0,58,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Anacardiaceae,701,668,0,0,0,0,33,0.952924393723253,0,0,0,0,0.0470756062767475,AM,AM,AM,MIX
Anarthriaceae,11,5,0,6,0,0,0,0.454545454545455,0,0.545454545454545,0,0,0,NM,MIX,MIX,MIX
Ancistrocladaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anisophylleaceae,78,76,0,0,0,0,2,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Annonaceae,2106,1910,0,0,0,0,196,0.90693257359924,0,0,0,0,0.0930674264007597,AM,AM,AM,MIX
Aphanopetalaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Aphloiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Apiaceae,3257,3100,0,27,0,0,130,0.951796131409272,0,0.00828983727356463,0,0,0.039914031317163,AM,AM,AM,MIX
Apocynaceae,5556,5065,0,163,0,0,328,0.911627069834413,0,0.029337652987761,0,0,0.0590352771778258,AM,AM,AM,MIX
Apodanthaceae,26,0,0,24,0,0,2,0,0,0.923076923076923,0,0,0.0769230769230769,NM,NM,NM,MIX
Aponogetonaceae,58,16,0,41,0,0,1,0.275862068965517,0,0.706896551724138,0,0,0.0172413793103448,NM,NM,MIX,MIX
Aquifoliaceae,480,475,0,0,0,0,5,0.989583333333333,0,0,0,0,0.0104166666666667,AM,AM,AM,MIX
Araceae,3368,1846,0,1511,0,0,11,0.548099762470309,0,0.448634204275534,0,0,0.00326603325415677,AM,MIX,MIX,MIX
Araliaceae,1533,1527,0,0,0,0,6,0.996086105675147,0,0,0,0,0.00391389432485323,AM,AM,AM,MIX
Araucariaceae,39,38,0,0,0,0,1,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Arecaceae,2522,2205,0,22,0,0,295,0.874306106264869,0,0.00872323552735924,0,0,0.116970658207772,AM,AM,AM,MIX
Argophyllaceae,22,22,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aristolochiaceae,624,225,0,386,0,0,13,0.360576923076923,0,0.618589743589744,0,0,0.0208333333333333,NM,NM,MIX,MIX
Asparagaceae,2879,2650,0,163,0,0,66,0.920458492532129,0,0.0566168808614102,0,0,0.0229246266064606,AM,AM,AM,MIX
Asteliaceae,37,32,0,0,0,0,5,0.864864864864865,0,0,0,0,0.135135135135135,AM,AM,AM,MIX
Asteropeiaceae,8,3,5,0,0,0,0,0.375,0.625,0,0,0,0,EM,EM,MIX,MIX
Atherospermataceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Austrobaileyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanopaceae,9,9,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanophoraceae,45,0,0,44,0,0,1,0,0,0.977777777777778,0,0,0.0222222222222222,NM,NM,NM,MIX
Balsaminaceae,488,487,0,0,0,0,1,0.997950819672131,0,0,0,0,0.00204918032786885,AM,AM,AM,MIX
Barbeuiaceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Barbeyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Basellaceae,19,14,0,0,0,0,5,0.736842105263158,0,0,0,0,0.263157894736842,AM,AM,MIX,MIX
Bataceae,2,1,0,1,0,0,0,0.5,0,0.5,0,0,0,MIX,MIX,MIX,MIX
Begoniaceae,1601,1601,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Berberidaceae,755,739,0,0,0,0,16,0.978807947019868,0,0,0,0,0.0211920529801325,AM,AM,AM,MIX
Berberidopsidaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Betulaceae,234,0,234,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Biebersteiniaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bignoniaceae,852,845,0,1,0,0,6,0.991784037558685,0,0.00117370892018779,0,0,0.00704225352112676,AM,AM,AM,MIX
Bixaceae,23,23,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Blandfordiaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bonnetiaceae,36,36,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Boraginaceae,2686,1892,0,707,4,0,83,0.704393149664929,0,0.263216679076694,0.00148920327624721,0,0.0309009679821296,AM,AM,MIX,MIX
Boryaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Brassicaceae,4060,0,0,3991,0,0,69,0,0,0.983004926108374,0,0,0.0169950738916256,NM,NM,NM,MIX
Bromeliaceae,3320,1024,0,2294,0,0,2,0.308433734939759,0,0.690963855421687,0,0,0.000602409638554217,NM,NM,MIX,MIX
Brunelliaceae,60,60,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bruniaceae,92,83,0,0,0,0,9,0.902173913043478,0,0,0,0,0.0978260869565217,AM,AM,AM,MIX
Burmanniaceae,163,160,0,0,0,0,3,0.98159509202454,0,0,0,0,0.0184049079754601,AM,AM,AM,MIX
Burseraceae,649,645,0,0,0,0,4,0.993836671802773,0,0,0,0,0.0061633281972265,AM,AM,AM,MIX
Butomaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Buxaceae,122,122,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Byblidaceae,7,0,0,7,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cabombaceae,6,0,0,6,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cactaceae,2233,1745,0,67,0,0,421,0.781459919390954,0,0.0300044782803403,0,0,0.188535602328706,AM,AM,MIX,MIX
Calceolariaceae,281,279,0,0,0,0,2,0.99288256227758,0,0,0,0,0.00711743772241993,AM,AM,AM,MIX
Calophyllaceae,127,127,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Calycanthaceae,10,10,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Calyceraceae,56,56,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Campanulaceae,2385,1961,0,4,414,0,6,0.822222222222222,0,0.00167714884696017,0.173584905660377,0,0.00251572327044025,AM,AM,AM,MIX
Campynemataceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Canellaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cannabaceae,102,102,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cannaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Capparaceae,449,374,0,73,0,0,2,0.832962138084632,0,0.162583518930958,0,0,0.0044543429844098,AM,AM,AM,MIX
Caprifoliaceae,857,778,0,0,0,0,79,0.90781796966161,0,0,0,0,0.0921820303383897,AM,AM,AM,MIX
Cardiopteridaceae,46,46,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caricaceae,47,43,0,0,0,0,4,0.914893617021277,0,0,0,0,0.0851063829787234,AM,AM,AM,MIX
Carlemanniaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caryocaraceae,26,26,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Caryophyllaceae,2456,826,0,1582,0,0,48,0.336319218241042,0,0.64413680781759,0,0,0.0195439739413681,NM,NM,MIX,MIX
Casuarinaceae,91,44,47,0,0,0,0,0.483516483516484,0.516483516483517,0,0,0,0,EM,MIX,MIX,MIX
Celastraceae,1168,1097,0,31,0,0,40,0.939212328767123,0,0.026541095890411,0,0,0.0342465753424658,AM,AM,AM,MIX
Centrolepidaceae,36,16,0,20,0,0,0,0.444444444444444,0,0.555555555555556,0,0,0,NM,MIX,MIX,MIX
Cephalotaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Ceratophyllaceae,4,0,0,4,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cercidiphyllaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Chloranthaceae,71,71,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Chrysobalanaceae,535,535,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Circaeasteraceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cistaceae,201,0,200,0,0,0,1,0,0.995024875621891,0,0,0,0.00497512437810945,EM,EM,EM,MIX
Cleomaceae,257,113,0,136,0,0,8,0.439688715953307,0,0.529182879377432,0,0,0.0311284046692607,NM,MIX,MIX,MIX
Clethraceae,85,85,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Clusiaceae,1047,1017,0,0,0,0,30,0.97134670487106,0,0,0,0,0.0286532951289398,AM,AM,AM,MIX
Colchicaceae,284,283,0,0,0,0,1,0.996478873239437,0,0,0,0,0.00352112676056338,AM,AM,AM,MIX
Columelliaceae,8,8,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Combretaceae,480,459,0,0,0,0,21,0.95625,0,0,0,0,0.04375,AM,AM,AM,MIX
Commelinaceae,728,430,0,297,0,0,1,0.590659340659341,0,0.407967032967033,0,0,0.00137362637362637,AM,MIX,MIX,MIX
Compositae,32913,30799,132,217,0,0,1765,0.935770060462431,0.00401057332968736,0.00659313948895573,0,0,0.0536262267189257,AM,AM,AM,MIX
Connaraceae,267,255,0,0,0,0,12,0.955056179775281,0,0,0,0,0.0449438202247191,AM,AM,AM,MIX
Convolvulaceae,1296,1018,0,173,0,0,105,0.785493827160494,0,0.133487654320988,0,0,0.0810185185185185,AM,AM,MIX,MIX
Coriariaceae,16,16,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cornaceae,124,120,0,0,0,0,4,0.967741935483871,0,0,0,0,0.032258064516129,AM,AM,AM,MIX
Corsiaceae,27,27,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Corynocarpaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Costaceae,139,139,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Crassulaceae,1481,708,0,675,0,0,98,0.478055367994598,0,0.455773126266036,0,0,0.0661715057393653,MIX,MIX,MIX,MIX
Crossosomataceae,8,0,0,0,0,0,8,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Ctenolophonaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cucurbitaceae,965,904,0,0,0,0,61,0.936787564766839,0,0,0,0,0.0632124352331606,AM,AM,AM,MIX
Cunoniaceae,245,228,0,1,0,0,16,0.930612244897959,0,0.00408163265306122,0,0,0.0653061224489796,AM,AM,AM,MIX
Cupressaceae,166,160,0,0,0,0,6,0.963855421686747,0,0,0,0,0.036144578313253,AM,AM,AM,MIX
Curtisiaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cycadaceae,92,92,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cyclanthaceae,231,60,0,171,0,0,0,0.25974025974026,0,0.74025974025974,0,0,0,NM,NM,MIX,MIX
Cymodoceaceae,16,0,0,16,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cynomoriaceae,1,0,0,1,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cyperaceae,5784,2458,0,3199,0,0,127,0.424965421853389,0,0.553077455048409,0,0,0.0219571230982019,NM,MIX,MIX,MIX
Cyrillaceae,8,8,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Cytinaceae,11,8,0,0,0,0,3,0.727272727272727,0,0,0,0,0.272727272727273,AM,AM,MIX,MIX
Daphniphyllaceae,34,34,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Dasypogonaceae,16,7,0,9,0,0,0,0.4375,0,0.5625,0,0,0,NM,MIX,MIX,MIX
