family,rich,AM,EM,NM,OM,ER,UNK,AM.perc,EM.perc,NM.perc,OM.perc,ER.perc,UNK.perc,type.50,type.60,type.80,type.100
Acanthaceae,3947,2631,0,1167,0,0,149,0.666582214340005,0,0.29566759564226,0,0,0.037750190017735,AM,AM,MIX,MIX
Achariaceae,101,100,0,0,0,0,1,0.99009900990099,0,0,0,0,0.0099009900990099,AM,AM,AM,MIX
Achatocarpaceae,11,7,4,0,0,0,0,0.636363636363636,0.363636363636364,0,0,0,0,AM,AM,MIX,MIX
Acoraceae,2,1,0,1,0,0,0,0.5,0,0.5,0,0,0,MIX,MIX,MIX,MIX
Actinidiaceae,176,176,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Adoxaceae,194,191,0,0,0,0,3,0.984536082474227,0,0,0,0,0.0154639175257732,AM,AM,AM,MIX
Aextoxicaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aizoaceae,2270,776,0,1214,0,0,280,0.341850220264317,0,0.534801762114537,0,0,0.123348017621145,NM,MIX,MIX,MIX
Akaniaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alismataceae,120,35,0,85,0,0,0,0.291666666666667,0,0.708333333333333,0,0,0,NM,NM,MIX,MIX
Alseuosmiaceae,6,6,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Alstroemeriaceae,259,259,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Altingiaceae,19,16,0,0,0,0,3,0.842105263157895,0,0,0,0,0.157894736842105,AM,AM,AM,MIX
Amaranthaceae,2052,814,0,1211,0,0,27,0.396686159844055,0,0.590155945419103,0,0,0.0131578947368421,NM,MIX,MIX,MIX
Amaryllidaceae,2258,2249,0,3,0,0,6,0.996014171833481,0,0.00132860938883968,0,0,0.00265721877767936,AM,AM,AM,MIX
Amborellaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anacampserotaceae,58,0,0,0,0,0,58,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Anacardiaceae,701,668,0,0,0,0,33,0.952924393723253,0,0,0,0,0.0470756062767475,AM,AM,AM,MIX
Anarthriaceae,11,6,0,5,0,0,0,0.545454545454545,0,0.454545454545455,0,0,0,AM,MIX,MIX,MIX
Ancistrocladaceae,21,21,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Anisophylleaceae,78,76,0,0,0,0,2,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Annonaceae,2106,1910,0,0,0,0,196,0.90693257359924,0,0,0,0,0.0930674264007597,AM,AM,AM,MIX
Aphanopetalaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Aphloiaceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Apiaceae,3257,3099,2,26,0,0,130,0.95148910039914,0.000614062020264047,0.00798280626343261,0,0,0.039914031317163,AM,AM,AM,MIX
Apocynaceae,5556,4987,0,241,0,0,328,0.897588192944564,0,0.0433765298776098,0,0,0.0590352771778258,AM,AM,AM,MIX
Apodanthaceae,26,0,0,24,0,0,2,0,0,0.923076923076923,0,0,0.0769230769230769,NM,NM,NM,MIX
Aponogetonaceae,58,13,0,44,0,0,1,0.224137931034483,0,0.758620689655172,0,0,0.0172413793103448,NM,NM,MIX,MIX
Aquifoliaceae,480,475,0,0,0,0,5,0.989583333333333,0,0,0,0,0.0104166666666667,AM,AM,AM,MIX
Araceae,3368,2123,0,1234,0,0,11,0.630344418052256,0,0.366389548693587,0,0,0.00326603325415677,AM,AM,MIX,MIX
Araliaceae,1533,1525,0,2,0,0,6,0.994781474233529,0,0.00130463144161774,0,0,0.00391389432485323,AM,AM,AM,MIX
Araucariaceae,39,38,0,0,0,0,1,0.974358974358974,0,0,0,0,0.0256410256410256,AM,AM,AM,MIX
Arecaceae,2522,2185,0,42,0,0,295,0.866375892149088,0,0.0166534496431404,0,0,0.116970658207772,AM,AM,AM,MIX
Argophyllaceae,22,22,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Aristolochiaceae,624,294,0,317,0,0,13,0.471153846153846,0,0.50801282051282,0,0,0.0208333333333333,NM,MIX,MIX,MIX
Asparagaceae,2879,2776,0,37,0,0,66,0.964223688780827,0,0.0128516846127127,0,0,0.0229246266064606,AM,AM,AM,MIX
Asteliaceae,37,32,0,0,0,0,5,0.864864864864865,0,0,0,0,0.135135135135135,AM,AM,AM,MIX
Asteropeiaceae,8,3,5,0,0,0,0,0.375,0.625,0,0,0,0,EM,EM,MIX,MIX
Atherospermataceae,20,20,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Austrobaileyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanopaceae,9,9,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Balanophoraceae,45,0,0,44,0,0,1,0,0,0.977777777777778,0,0,0.0222222222222222,NM,NM,NM,MIX
Balsaminaceae,488,487,0,0,0,0,1,0.997950819672131,0,0,0,0,0.00204918032786885,AM,AM,AM,MIX
Barbeuiaceae,1,0,0,0,0,0,1,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Barbeyaceae,1,1,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Basellaceae,19,14,0,0,0,0,5,0.736842105263158,0,0,0,0,0.263157894736842,AM,AM,MIX,MIX
Bataceae,2,2,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Begoniaceae,1601,1601,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Berberidaceae,755,739,0,0,0,0,16,0.978807947019868,0,0,0,0,0.0211920529801325,AM,AM,AM,MIX
Berberidopsidaceae,2,0,0,0,0,0,2,0,0,0,0,0,1,UNK,UNK,UNK,UNK
Betulaceae,234,0,234,0,0,0,0,0,1,0,0,0,0,EM,EM,EM,EM
Biebersteiniaceae,5,5,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bignoniaceae,852,843,0,3,0,0,6,0.98943661971831,0,0.00352112676056338,0,0,0.00704225352112676,AM,AM,AM,MIX
Bixaceae,23,23,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Blandfordiaceae,4,4,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bonnetiaceae,36,36,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Boraginaceae,2686,1861,0,738,4,0,83,0.692851824274013,0,0.27475800446761,0.00148920327624721,0,0.0309009679821296,AM,AM,MIX,MIX
Boryaceae,12,12,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Brassicaceae,4060,0,0,3991,0,0,69,0,0,0.983004926108374,0,0,0.0169950738916256,NM,NM,NM,MIX
Bromeliaceae,3320,1188,0,2130,0,0,2,0.357831325301205,0,0.641566265060241,0,0,0.000602409638554217,NM,NM,MIX,MIX
Brunelliaceae,60,60,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Bruniaceae,92,83,0,0,0,0,9,0.902173913043478,0,0,0,0,0.0978260869565217,AM,AM,AM,MIX
Burmanniaceae,163,160,0,0,0,0,3,0.98159509202454,0,0,0,0,0.0184049079754601,AM,AM,AM,MIX
Burseraceae,649,639,0,6,0,0,4,0.984591679506934,0,0.00924499229583975,0,0,0.0061633281972265,AM,AM,AM,MIX
Butomaceae,2,0,0,2,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Buxaceae,122,122,0,0,0,0,0,1,0,0,0,0,0,AM,AM,AM,AM
Byblidaceae,7,0,0,7,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
Cabombaceae,6,0,0,6,0,0,0,0,0,1,0,0,0,NM,NM,NM,NM
